Word,Count
\{Transition.class,\,1
eUML.resource,1
Stereotype,1
connections/edges,1
MetaTypesEUMLImpl.java,1
alone,1
TagDefinition,1
notifiers,1
\Component.class,\,1
XmiWriterEUMLImpl.java,1
specifies,1
dependent,1
It's,1
held,1
\AssociationEnd,\,1
(e.g,1
owner,1
owned,1
either,1
\Instance.class,\,1
LinkEndData;,1
combination,1
ChangeCommand},1
related,1
keeps,1
domains,1
qualification,1
eUML.resources,1
\org.eclipse.uml2.uml.Package.class,org.eclipse.uml2.uml.Package.class,\,1
\Signal,\,1
adequate,1
\ClassifierRole.class,\,1
assumed,1
XmiReaderEUMLImpl.java,1
(client,1
defined,1
XmiWriter,1
bulk,1
\Interface.class,\,1
Needs,1
(if,1
(ie,1
True,1
sets,1
resource),1
(and,1
both,1
plug,1
reverse,1
send,1
works,1
Usage,1
\student,\,1
Profiles::Class::extension,1
pieces:,1
seem,1
Update,1
(after,1
commands,1
132,1
hasn't,1
\"\Impl"\\,1
notifiers',1
BooleanExpresion,1
\Generalization,\,1
\{AssociationEnd.class,\,1
character,1
\of..."\\,1
Moved,1
again,1
DirectionKindEUMLImpl.java,1
SendEvent,1
ModelEventPumpEUMLImpl.java,1
reviewed/changed,1
classifier,1
20070607,1
ChangeCommand,1
models,1
CommonBehaviorHelperEUMLImpl.java,1
LinkEnd.class,1
considered,1
MDR),1
command,1
placeholder,1
StateMachinesHelper,1
20070530,1
'#',1
adapter,1
When,1
adapted,1
event,1
debug,1
What,1
true,1
NOTE:,1
gotten,1
pump,1
CommonBehaviorFactoryEUMLImpl.java,1
allContents,1
toElement,1
says,1
exists,1
(direct,1
save,1
ClassifierRole.class,1
returns,1
BehavioralFeature,1
stable,1
1st,1
eResource,1
identifies,1
CopyHelper,1
(EObject),1
process,1
enumeration,1
through,1
\UML,\,1
additional,1
deprecate,1
DirectionKind,1
NotYetImplementedException();,1
managed,1
23:32:33Z,1
ExtensionMechanismsHelper,1
20070215,1
UmlFactory,1
ideas,1
Anything,1
split,1
literal,1
to/from,1
pairs,1
representation,1
extraction/insertion,1
each,1
Aggregate,1
\"\*"\\,1
needed,1
correct,1
convert,1
writing,1
exposes,1
completing,1
Clears,1
\(EMF),\,1
2nd,1
subset,1
connected,1
appropriate,1
keep,1
editor,1
terms,1
lower..upper,1
Dependency,1
Treat,1
CommonBehaviorFactory,1
Trigger,1
CoreHelper#getExtendingClassifiers(Object,1
utility,1
delivered,1
wrongly,1
elsewhere,1
\0.25.4,\,1
((Action),1
ElementResidence.class,1
Don't,1
Facade,1
CollaborationsFactoryEUMLImpl.java,1
MultiplicityElement,1
4th,1
20060325<p>,1
UMLUtil.java,1
migration,1
We've,1
namespace,1
someplace),1
handle).gets,1
Links,1
(here),1
this:,1
warning,1
PseudostateKindEUMLImpl.java,1
util,1
path,1
Summer,1
simple,1
restrictions,1
checked,1
pair,1
containing,1
CoreHelper,1
Runtime,1
encodes,1
\{Message.class,\,1
\create,\,1
creates,1
AssociationClass,1
use:,1
Vertex,1
arrive,1
Receptions,1
\ObjectNode,\,1
\{AssociationRole.class,\,1
who,1
aren't,1
Properties,1
(eObject,1
section,1
[AWT-EventQueue-0],1
\Dependency,\,1
\continue,\,1
Copy,1
redundant,1
UmlHelperEUMLImpl.java,1
Only,1
\guess,\,1
logs),1
Code,1
constructor,1
ModelManagementHelper,1
\UMLUtil.getAllContents(model,\,1
\ExitPoint,\,1
deleted,1
associations,1
#editingDomain,1
'to',1
base,1
cases,1
\Pistol,\,1
\Method,\,1
(required,1
correction,1
arn't,1
ConcurrencyKindEUMLImpl.java,1
Triggers,1
different,1
uri,1
back,1
eObject,1
\InterfaceRealization,\,1
under,1
ChangeableKind,1
kind,1
http://www.eclipse.org/legal/epl-v10.html,1
ChangeableKindEUMLImpl.java,1
implementation-specific,1
Change,1
Nothing,1
eUML2,1
4.5.3.20,1
Range,1
such,1
DataTypesHelper,1
getFirstItemOrNull(col);,1
indicate,1
UML2),1
sure,1
false);,1
CompositeState,1
Appears,1
\GEF,\,1
2010-09-26,1
CoreFactoryEUMLImpl.java,1
indexed,1
set,1
createPackageImport,1
TemplateableElement,1
occurrence,1
swap,1
(see,1
456),1
\Flow,\,1
ActivityGraphsHelperEUMLImpl.java,1
undo,1
LinkObject.class,1
backward,1
AttributeLink.class,1
ActivityGroup;,1
row,1
consumer,1
\optional,\,1
buildConnection(),1
descendants,1
(isReadOnly,1
required,1
ChangeCommand.java,1
there's,1
Runnable,1
requires,1
\elements,\,1
location,1
org.eclipse.uml2.uml.resource,1
(this,1
everything,1
1.4.2,1
\above,\,1
delivering,1
UseCasesHelper,1
ActionSequence.class,1
primary,1
newly,1
conjunction,1
org.eclipse.emf.common.notify.Adapter#notifyChanged(Notification),1
StateMachinesFactoryEUMLImpl.java,1
indicates,1
VisibilityKindEUMLImpl.java,1
NetBeans,1
elemnts,1
triggers,1
ActivityGraphsFactoryEUMLlImpl.java,1
eAdapters,1
buildTemplateBinding,1
UmlFactoryEUMLImpl.java,1
Argument.class,1
\Association.class,\,1
UseCasesFactoryEUMLImpl.java,1
\StateVertex.class,\,1
PseudoStateKind,1
never,1
out,1
notation,1
engineered),1
namespace),1
one,1
Jars,1
profile,1
Message),1
ActivityGraphsHelper,1
\Classifier.class,\,1
Iteration,1
Stereotypes;,1
generously,1
keyed,1
handle).isRoot();,1
\name,\,1
ret.setIsLeaf(false);,1
Method,1
close,1
@#$LPS-LOGGING:Localization:NestedStatement,1
Domain},1
stand,1
Restructured,1
start,1
protected,1
ObjectFlowState,1
retrieved,1
CopyHelperEUMLImpl.java,1
Include,1
Callers,1
isConcurrent,1
child,1
description,1
CollaborationsHelperEUMLImpl.java,1
specifically,1
connectionType,1
indirect,1
StateMachinesHelperEUMLImpl.java,1
CommandStackImpl.java,1
special,1
(entirely?),1
(col.toArray())[0];,1
eCore,1
draw,1
Component,1
Element),1
\Binding,\,1
log,1
\"\...WARN\,1
NotImplementedException,1
xmi.id,1
default,1
Concurrency,1
ScopeKind,1
builds,1
\"\from"\\,1
CollaborationsHelper,1
CommonBehaviorHelper,1
ArgoUML),1
FacadeEUMLImpl.java,1
org.argouml.model.UmlHelper#getSource(java.lang.Object),1
b00__1,1
EUML,1
concept,1
State,1
jar,1
unlimited,1
ModelManagementFactory,1
contents.addAll(((Element),1
ExtensionMechanismsFactoryEUMLImpl.java,1
handle).get,1
transitional,1
Access,1
\is,\,1
AssociationRole,1
Terminate,1
warnings,1
ValueSpecification,1
chosen,1
delete,1
Can,1
\connections,\,1
how,1
Unload,1
first,1
CoreHelperEUMLImpl.java,1
Maintains,1
refactored,1
using,1
\Transition,\,1
Transitions,1
get/setRootModel,1
ModelManagementFactoryEUMLImpl.java,1
RootContainerAdapter.java,1
items,1
node,1
realization,1
EMF,1
\EntryPoint,\,1
<tfmorris@gmail.com>,1
There,1
property,1
moved,1
IllegalArgumentException();,1
fix,1
Modeling,1
flow.getTarget();,1
'from',1
not),1
TemplateParameterSubstitution,1
etc,1
AggregationKindEUMLImpl.java,1
CollaborationsFactory,1
choose,1
Kind,1
we're,1
undo/redo,1
we'll,1
Remember,1
MetaTypes,1
Associations,1
PseudoState,1
public,1
\Association,\,1
import,1
NotYetImplementedException.java,1
ClassifierInState.class,1
Framework,1
Stop,1
Superstructure,1
mentored,1
Relationship,1
allContents.hasNext();),1
createTemplateBinding,1
enhanced,1
guess,1
mechanism,1
non-Relationship,1
implements,1
\turn,\,1
Resource,1
For,1
AggregationKind,1
Return,1
StateMachinesFactory,1
clear,1
existence,1
\Dependencies,\,1
\eCore,\,1
haven't,1
ExtensionMechanismsHelperEUMLImpl.java,1
org.eclipse.uml2.common.edit.command.ChangeCommand,1
eObject).getStereotypeApplications());,1
@since,1
Get,1
exact,1
purely,1
DataTypesHelperEUMLImpl.java,1
changes,1
18:26:19Z,1
handle).setIsOrdered(ordering);,1
conflict,1
satisfies,1
org.eclipse.uml2.uml.UMLUtil},1
adds,1
VALID_CONNECTIONS,1
multiplicity,1
'targetScope',1
included,1
applications,1
ret.setIsRoot(false);,1
\application,\,1
IDs,1
</ul>,1
index,1
below,1
\InstanceSpecification,\,1
extension,1
Exception,1
UseCasesHelperEUMLImpl.java,1
period,1
wellformedness,1
Spec,1
allContents.next();,1
clazz,1
lookup,1
knows,1
org.eclipse.uml2.uml.ObjectNode.class;,1
Implement,1
also,1
corresponds,1
Some,1
enforce,1
XmiReader,1
tfm;,1
\true,\,1
Encountered,1
TagDefinitions,1
ExtensionMechanismsFactory,1
treats,1
ActivityGraphsFactory,1
facilities,1
choice,1
ignored,1
indirect),1
ActivityGraph.class;,1
five,1
formedness,1
unfinished,1
ModelManagementHelperEUMLImpl.java,1
getActivityGraph(),1
(Iterator,1
org.argouml.model.UmlHelper#getDestination(java.lang.Object),1
SubsystemInstance.class,1
looks,1
\Abstraction,\,1
factory,1
flagged,1
anymore,1
RunnableClass.java,1
DataTypesFactory,1
@#$LPS-LOGGING:Localization:EndMethod,1
member,1
OrderingKind,1
UninterpretedAction.class,1
sending,1
\thing,\,1
ScopeKindEUMLImpl.java,1
Realizations,1
up,1
become,1
CoreFactory,1
Flow.class,1
appears,1
Determine,1
manage,1
data,1
calling,1
wait,1
appends,1
\handle,\,1
Map,1
item,1
May,1
Removes,1
VisibilityKind,1
ResourceSets,1
at,1
<ul>,1
wish,1
option,1
UseCasesFactory,1
(-1),1
\Usage,\,1
create,1
CollaborationInstanceSet.class,1
No,1
subtypes,1
NamedElement,1
null),1
It,1
EUMLModelImplementation.java,1
loads,1
One,1
org.argouml.model.CommandStack;,1
((RedefinableElement),1
\events,\,1
xmi.uuid,1
read-only,1
'method',1
UmlHelper,1
Undo/Redo,1
As,1
updates,1
well,1
OrderingKindEUMLImpl.java,1
associated,1
Shared,1
Editing,1
application,1
NotYetImplemented,1
last,1
27,1
Extent,1
2),1
reading,1
1),1
fromElement,1
InteractionInstanceSet.class,1
.),1
current,1
\(Link,\,1
separately,1
CoreHelper#getExtendedClassifiers(Object,1
&&,1
Most,1
SyncState,1
[5],1
Probably,1
DataTypesFactoryEUMLImpl.java,1
unimplemented,1
DataValue.class,1
EUMLModelImplementation,1
snippets,1
mostly,1
before,1
Run,1
o,1
n,1
i,1
b,1
Method.class,1
\{Link.class,\,1
attached,1
3,1
Generalization,1
flow.getSource();,1
Assocation,1
system,1
attribute,1
called,1
